"film_id","film_title","payment_id","amount","payment_date","customer_id"
149,Christmas Moonshine,17538,0.99,2007-02-15 22:47:06.996,349
334,Freddy Storm,17539,6.99,2007-02-20 07:24:16.996,349
680,Pinocchio Simon,17540,8.99,2007-02-20 12:27:47.996,349
160,Club Graffiti,17541,3.99,2007-02-17 10:24:35.996,350
402,Harper Dying,17542,0.99,2007-02-19 06:31:38.996,350
462,Insider Arizona,17543,2.99,2007-02-20 13:42:06.996,350
475,Japanese Run,17544,0.99,2007-02-20 23:08:05.996,350
832,Splash Gump,17545,5.99,2007-02-16 18:33:16.996,351
191,Crooked Frogmen,17546,0.99,2007-02-17 00:36:26.996,351
150,Cider Desire,17547,2.99,2007-02-19 15:38:50.996,351
807,Sleuth Orient,17548,0.99,2007-02-15 20:26:26.996,352
86,Boogie Amelie,17549,4.99,2007-02-16 07:48:59.996,352
403,Harry Idaho,17550,4.99,2007-02-16 09:36:54.996,352
31,Apache Divine,17551,4.99,2007-02-16 17:40:11.996,352
640,Opus Ice,17552,4.99,2007-02-21 08:06:19.996,352
690,Pond Seattle,17553,2.99,2007-02-15 11:58:56.996,353
757,Sagebrush Clueless,17554,7.99,2007-02-17 05:16:57.996,353
774,Searchers Wait,17555,6.99,2007-02-21 01:07:57.996,353
186,Craft Outfield,17556,0.99,2007-02-15 20:16:44.996,354
616,National Story,17557,4.99,2007-02-18 04:59:55.996,354
271,Easy Gladiator,17558,6.99,2007-02-19 16:20:40.996,354
761,Santa Paris,17559,2.99,2007-02-20 18:13:11.996,354
241,Donnie Alley,17560,0.99,2007-02-15 20:08:20.996,355
664,Patriot Roman,17561,2.99,2007-02-16 05:20:31.996,355
176,Congeniality Quest,17562,0.99,2007-02-15 15:28:12.996,356
788,Ship Wonderland,17563,2.99,2007-02-18 15:05:04.996,356
207,Dangerous Uptown,17564,4.99,2007-02-18 16:38:43.996,356
95,Breakfast Goldfinger,17565,5.99,2007-02-15 03:39:45.996,357
831,Spirited Casualties,17566,1.99,2007-02-16 18:15:44.996,357
629,Notorious Reunion,17567,1.99,2007-02-17 07:52:25.996,357
532,Loser Hustler,17568,6.99,2007-02-17 21:26:30.996,357
474,Jade Bunch,17569,2.99,2007-02-15 18:19:32.996,358
89,Borrowers Bedazzled,17570,0.99,2007-02-17 03:39:02.996,358
774,Searchers Wait,17571,5.99,2007-02-17 18:28:51.996,358
829,Spinal Rocky,17572,2.99,2007-02-19 13:21:50.996,358
337,Frida Slipper,17573,2.99,2007-02-19 14:56:01.996,358
447,Ice Crossing,17574,2.99,2007-02-21 01:34:37.996,358
255,Driving Polish,17575,4.99,2007-02-15 09:53:32.996,359
367,Goldmine Tycoon,17576,1.99,2007-02-16 16:36:21.996,359
17,Alone Trip,17577,0.99,2007-02-18 14:50:29.996,359
985,Wonderland Christmas,17578,4.99,2007-02-19 14:11:46.996,359
901,Tracy Cider,17579,0.99,2007-02-15 20:17:01.996,360
621,Network Peak,17580,6.99,2007-02-18 14:53:11.996,360
25,Angels Life,17581,3.99,2007-02-19 00:36:36.996,360
330,Forrester Comancheros,17582,6.99,2007-02-19 16:47:59.996,360
708,Quills Bull,17583,4.99,2007-02-18 11:21:51.996,361
641,Orange Grapes,17584,1.99,2007-02-19 01:37:42.996,361
468,Invasion Cyclone,17585,2.99,2007-02-19 21:35:29.996,361
344,Fury Murder,17586,2.99,2007-02-21 06:02:40.996,361
895,Tomorrow Hustler,17587,2.99,2007-02-15 16:52:36.996,362
368,Gone Trouble,17588,2.99,2007-02-15 23:06:01.996,362
850,Story Side,17589,2.99,2007-02-16 05:28:54.996,362
393,Halloween Nuts,17590,2.99,2007-02-20 22:35:49.996,362
356,Giant Troopers,17591,2.99,2007-02-21 13:42:53.996,362
964,Waterfront Deliverance,17592,4.99,2007-02-15 16:44:50.996,363
856,Streetcar Intentions,17593,4.99,2007-02-16 01:47:35.996,363
265,Dying Maker,17594,4.99,2007-02-16 22:33:48.996,363
938,Velvet Terminator,17595,4.99,2007-02-19 00:33:14.996,363
872,Sweet Brotherhood,17596,2.99,2007-02-21 04:37:13.996,363
463,Instinct Airport,17597,2.99,2007-02-16 13:41:18.996,364
880,Telemark Heartbreakers,17598,2.99,2007-02-18 17:17:44.996,364
898,Tourist Pelican,17599,4.99,2007-02-19 05:19:58.996,364
633,October Submarine,17600,4.99,2007-02-19 21:43:41.996,364
652,Pajama Jawbreaker,17601,3.99,2007-02-20 06:00:21.996,364
436,Hours Rage,17602,1.99,2007-02-15 08:24:23.996,365
745,Roses Treasure,17603,6.99,2007-02-16 02:36:42.996,365
426,Home Pity,17604,4.99,2007-02-17 08:50:39.996,365
288,Escape Metropolis,17605,2.99,2007-02-18 23:16:48.996,365
479,Jedi Beneath,17606,0.99,2007-02-20 19:32:12.996,365
890,Tights Dawn,17607,1.99,2007-02-15 14:58:48.996,366
531,Lose Inch,17608,0.99,2007-02-18 01:13:03.996,366
795,Siege Madre,17609,0.99,2007-02-20 13:38:14.996,367
341,Frost Head,17610,0.99,2007-02-14 23:25:11.996,368
260,Dude Blindness,17611,9.99,2007-02-15 21:21:56.996,368
167,Coma Head,17612,4.99,2007-02-18 23:49:15.996,368
84,Boiled Dares,17613,4.99,2007-02-19 11:45:47.996,368
985,Wonderland Christmas,17614,4.99,2007-02-19 14:49:06.996,368
504,Kwai Homeward,17615,4.99,2007-02-21 04:01:30.996,368
345,Gables Metropolis,17616,0.99,2007-02-15 02:12:51.996,369
563,Massacre Usual,17617,6.99,2007-02-14 23:33:58.996,370
789,Shock Cabin,17618,2.99,2007-02-15 01:31:59.996,371
54,Banger Pinocchio,17619,1.99,2007-02-15 01:53:10.996,371
990,World Leathernecks,17620,6.99,2007-02-16 02:00:05.996,371
668,Peak Forever,17621,5.99,2007-02-16 09:33:13.996,371
91,Bound Cheaper,17622,0.99,2007-02-19 20:32:16.996,371
432,Hope Tootsie,17623,3.99,2007-02-20 21:00:20.996,371
602,Mourning Purple,17624,0.99,2007-02-21 13:51:34.996,371
608,Murder Antitrust,17625,2.99,2007-02-18 07:32:05.996,372
911,Trip Newton,17626,4.99,2007-02-20 05:36:20.996,372
869,Suspects Quills,17627,3.99,2007-02-21 04:47:33.996,372
920,Unbreakable Karate,17628,6.99,2007-02-15 19:23:21.996,373
293,Exorcist Sting,17629,2.99,2007-02-20 19:49:27.996,373
454,Impact Aladdin,17630,1.99,2007-02-16 00:11:59.996,374
191,Crooked Frogmen,17631,1.99,2007-02-17 13:08:16.996,374
805,Sleepless Monsoon,17632,4.99,2007-02-18 20:01:20.996,374
51,Balloon Homeward,17633,2.99,2007-02-19 08:06:59.996,374
609,Muscle Bright,17634,2.99,2007-02-15 15:07:19.996,375
35,Arachnophobia Rollercoaster,17635,5.99,2007-02-15 20:26:33.996,375
871,Sweden Shining,17636,4.99,2007-02-18 02:40:59.996,375
164,Coast Rainbow,17637,0.99,2007-02-15 00:58:29.996,376
228,Detective Vision,17638,0.99,2007-02-19 16:47:33.996,376
25,Angels Life,17639,3.99,2007-02-19 01:35:58.996,377
23,Anaconda Confessions,17640,1.99,2007-02-20 13:50:58.996,377
970,Westward Seabiscuit,17641,0.99,2007-02-20 14:11:06.996,377
735,Robbers Joon,17642,2.99,2007-02-20 18:07:34.996,377
358,Gilmore Boiled,17643,4.99,2007-02-21 18:47:26.996,377
980,Wizard Coldblooded,17644,4.99,2007-02-16 06:17:16.996,378
776,Secret Groundhog,17645,5.99,2007-02-16 08:42:01.996,378
370,Gorgeous Bingo,17646,7.99,2007-02-17 19:42:10.996,378
867,Super Wyoming,17647,4.99,2007-02-19 12:51:35.996,378
284,Enemy Odds,17648,8.99,2007-02-15 13:48:32.996,379
689,Pollock Deliverance,17649,5.99,2007-02-18 07:25:11.996,379
235,Divide Monster,17650,2.99,2007-02-20 03:06:11.996,379
526,Lock Rear,17651,3.99,2007-02-17 00:31:48.996,380
748,Rugrats Shakespeare,17652,2.99,2007-02-17 08:53:54.996,380
283,Ending Crowds,17653,3.99,2007-02-17 11:04:24.996,380
628,Northwest Polish,17654,2.99,2007-02-18 17:09:35.996,380
102,Bubble Grosse,17655,4.99,2007-02-18 18:34:31.996,380
285,English Bulworth,17656,1.99,2007-02-20 07:58:48.996,380
821,Sorority Queen,17657,1.99,2007-02-20 15:12:59.996,380
791,Show Lord,17658,4.99,2007-02-21 02:27:39.996,380
425,Holy Tadpole,17659,3.99,2007-02-15 14:59:34.996,381
730,Ridgemont Submarine,17660,1.99,2007-02-17 01:23:58.996,381
59,Bear Graceland,17661,2.99,2007-02-18 15:23:34.996,381
604,Mulan Moon,17662,4.99,2007-02-18 15:43:08.996,381
993,Wrong Behavior,17663,2.99,2007-02-21 16:35:33.996,381
160,Club Graffiti,17664,0.99,2007-02-18 13:56:13.996,382
398,Hanover Galaxy,17665,4.99,2007-02-18 18:52:18.996,382
873,Sweethearts Suspects,17666,1.99,2007-02-18 20:29:10.996,382
561,Mask Peach,17667,2.99,2007-02-18 22:25:10.996,382
725,Requiem Tycoon,17668,4.99,2007-02-20 17:00:24.996,382
572,Metropolis Coma,17669,7.99,2007-02-16 20:50:43.996,383
109,Butterfly Chocolat,17670,2.99,2007-02-18 02:13:16.996,383
433,Horn Working,17671,2.99,2007-02-18 03:33:44.996,383
505,Labyrinth League,17672,2.99,2007-02-18 07:42:20.996,383
487,Jingle Sagebrush,17673,7.99,2007-02-19 05:41:38.996,383
188,Crazy Home,17674,2.99,2007-02-20 14:31:25.996,383
625,None Spiking,17675,0.99,2007-02-17 07:31:24.996,384
416,Highball Potter,17676,0.99,2007-02-17 11:08:16.996,384
614,Name Detective,17677,7.99,2007-02-18 13:26:15.996,384
838,Stagecoach Armageddon,17678,5.99,2007-02-18 22:12:47.996,384
600,Motions Details,17679,3.99,2007-02-20 03:35:50.996,384
670,Pelican Comforts,17680,9.99,2007-02-20 14:24:31.996,384
378,Greatest North,17681,4.99,2007-02-20 15:17:24.996,384
930,Vacation Boondock,17682,2.99,2007-02-16 15:09:45.996,385
281,Encino Elf,17683,0.99,2007-02-17 05:45:12.996,385
26,Annie Identity,17684,0.99,2007-02-20 15:40:12.996,385
373,Graduate Lord,17685,3.99,2007-02-16 03:19:39.996,386
566,Maude Mod,17686,2.99,2007-02-16 04:57:23.996,386
368,Gone Trouble,17687,5.99,2007-02-16 20:01:16.996,386
132,Chainsaw Uptown,17688,0.99,2007-02-19 13:48:05.996,386
349,Gangs Pride,17689,2.99,2007-02-21 09:50:05.996,386
894,Tomatoes Hellfighters,17690,0.99,2007-02-15 19:06:40.996,387
132,Chainsaw Uptown,17691,0.99,2007-02-15 19:11:34.996,387
924,Unforgiven Zoolander,17692,0.99,2007-02-17 14:40:12.996,387
489,Juggler Hardly,17693,0.99,2007-02-17 17:21:47.996,387
115,Campus Remember,17694,5.99,2007-02-20 07:03:43.996,387
7,Airplane Sierra,17695,4.99,2007-02-21 12:19:54.996,387
330,Forrester Comancheros,17696,6.99,2007-02-15 06:28:39.996,388
54,Banger Pinocchio,17697,0.99,2007-02-17 20:39:02.996,388
767,Scalawag Duck,17698,5.99,2007-02-19 00:20:47.996,388
694,Prejudice Oleander,17699,4.99,2007-02-19 11:36:45.996,388
7,Airplane Sierra,17700,7.99,2007-02-20 19:40:16.996,388
422,Hollow Jeopardy,17701,4.99,2007-02-16 16:19:27.996,389
507,Ladybugs Armageddon,17702,4.99,2007-02-17 06:27:05.996,389
143,Chill Luck,17703,3.99,2007-02-19 01:29:55.996,389
59,Bear Graceland,17704,5.99,2007-02-15 23:39:51.996,390
302,Fantasia Park,17705,2.99,2007-02-16 13:58:27.996,390
735,Robbers Joon,17706,2.99,2007-02-17 02:47:03.996,390
933,Vampire Whale,17707,7.99,2007-02-18 09:09:45.996,390
133,Chamber Italian,17708,5.99,2007-02-20 18:53:43.996,390
602,Mourning Purple,17709,0.99,2007-02-15 02:46:36.996,391
309,Feud Frogmen,17710,0.99,2007-02-17 05:20:22.996,391
122,Carrie Bunch,17711,2.99,2007-02-17 13:06:37.996,391
303,Fantasy Troopers,17712,2.99,2007-02-19 11:28:28.996,391
577,Mile Mulan,17713,2.99,2007-02-20 19:50:39.996,391
528,Lolita World,17714,6.99,2007-02-15 23:06:33.996,392
154,Clash Freddy,17715,2.99,2007-02-16 16:20:20.996,392
442,Hunting Musketeers,17716,2.99,2007-02-18 05:58:09.996,392
753,Rush Goodfellas,17717,4.99,2007-02-20 00:29:11.996,392
378,Greatest North,17718,6.99,2007-02-16 05:10:01.996,393
574,Midnight Westward,17719,1.99,2007-02-17 03:56:54.996,393
410,Heaven Freedom,17720,2.99,2007-02-18 01:45:20.996,393
331,Forward Temple,17721,4.99,2007-02-18 07:52:48.996,393
646,Outbreak Divine,17722,2.99,2007-02-20 08:18:42.996,393
167,Coma Head,17723,4.99,2007-02-15 09:31:11.996,394
12,Alaska Phantom,17724,0.99,2007-02-15 05:58:48.996,395
130,Celebrity Horn,17725,0.99,2007-02-16 01:14:53.996,395
728,Reunion Witches,17726,0.99,2007-02-16 04:42:29.996,395
338,Frisco Forrest,17727,4.99,2007-02-20 10:20:25.996,395
374,Graffiti Love,17728,0.99,2007-02-21 06:33:17.996,395
159,Closer Bang,17729,6.99,2007-02-21 13:06:21.996,395
140,Cheaper Clyde,17730,1.99,2007-02-15 12:59:31.996,396
888,Thin Sagebrush,17731,4.99,2007-02-15 13:56:49.996,396
582,Miracle Virtual,17732,6.99,2007-02-15 15:26:24.996,396
272,Edge Kissing,17733,5.99,2007-02-16 16:36:14.996,397
877,Taxi Kick,17734,1.99,2007-02-20 10:18:56.996,397
977,Window Side,17735,2.99,2007-02-15 02:19:02.996,398
103,Bucket Brotherhood,17736,6.99,2007-02-17 16:03:36.996,398
392,Hall Cassidy,17737,9.99,2007-02-20 18:24:13.996,398
991,Worst Banger,17738,2.99,2007-02-20 05:57:41.996,399
975,Willow Tracy,17739,5.99,2007-02-20 10:46:57.996,399
23,Anaconda Confessions,17740,0.99,2007-02-15 12:33:58.996,400
586,Mockingbird Hollywood,17741,3.99,2007-02-17 04:04:33.996,400
151,Cincinatti Whisperer,17742,6.99,2007-02-17 04:34:36.996,400
826,Speed Suit,17743,4.99,2007-02-14 23:53:34.996,402
420,Holes Brannigan,17744,4.99,2007-02-18 20:29:16.996,402
758,Saints Bride,17745,2.99,2007-02-20 02:10:53.996,402
460,Innocent Usual,17746,4.99,2007-02-15 02:03:42.996,403
460,Innocent Usual,17747,8.99,2007-02-15 04:06:35.996,403
295,Expendable Stallion,17748,3.99,2007-02-18 20:06:52.996,403
86,Boogie Amelie,17749,4.99,2007-02-20 03:10:07.996,403
114,Camelot Vacation,17750,6.99,2007-02-20 11:19:27.996,403
989,Working Microcosmos,17751,5.99,2007-02-21 10:07:11.996,403
890,Tights Dawn,17752,2.99,2007-02-15 20:48:03.996,404
75,Bird Independence,17753,4.99,2007-02-16 22:08:00.996,404
451,Igby Maker,17754,4.99,2007-02-19 12:58:01.996,404
638,Operation Operation,17755,2.99,2007-02-20 04:51:27.996,404
842,State Wasteland,17756,4.99,2007-02-15 08:51:34.996,405
629,Notorious Reunion,17757,0.99,2007-02-17 02:27:02.996,405
776,Secret Groundhog,17758,5.99,2007-02-17 07:03:23.996,405
809,Slipper Fidelity,17759,3.99,2007-02-19 09:06:20.996,405
645,Others Soup,17760,4.99,2007-02-21 01:21:43.996,405
415,High Encino,17761,5.99,2007-02-21 01:54:03.996,405
330,Forrester Comancheros,17762,4.99,2007-02-17 18:26:12.996,406
415,High Encino,17763,3.99,2007-02-17 21:19:02.996,406
204,Dalmations Sweden,17764,2.99,2007-02-18 03:00:07.996,406
164,Coast Rainbow,17765,0.99,2007-02-18 08:36:33.996,406
18,Alter Victory,17766,0.99,2007-02-19 03:33:29.996,406
702,Pulp Beverly,17767,7.99,2007-02-20 21:32:46.996,406
364,Godfather Diary,17768,4.99,2007-02-21 06:15:24.996,406
322,Flatliners Killer,17769,2.99,2007-02-16 11:33:08.996,407
493,Kane Exorcist,17770,0.99,2007-02-19 04:22:12.996,407
354,Ghost Groundhog,17771,4.99,2007-02-18 19:31:34.996,408
873,Sweethearts Suspects,17772,2.99,2007-02-19 02:09:36.996,408
169,Comforts Rush,17773,2.99,2007-02-19 13:32:30.996,408
496,Kick Savannah,17774,5.99,2007-02-15 02:14:36.996,409
568,Memento Zoolander,17775,8.99,2007-02-18 07:14:25.996,409
645,Others Soup,17776,2.99,2007-02-15 21:26:00.996,410
772,Sea Virgin,17777,2.99,2007-02-17 15:02:25.996,410
5,African Egg,17778,4.99,2007-02-18 03:49:38.996,410
702,Pulp Beverly,17779,5.99,2007-02-18 14:39:12.996,410
348,Gandhi Kwai,17780,0.99,2007-02-20 06:24:26.996,410
154,Clash Freddy,17781,4.99,2007-02-21 01:41:45.996,410
18,Alter Victory,17782,0.99,2007-02-17 09:00:03.996,411
185,Cowboy Doom,17783,2.99,2007-02-17 09:48:09.996,411
688,Polish Brooklyn,17784,0.99,2007-02-19 12:48:39.996,411
724,Remember Diary,17785,2.99,2007-02-21 05:27:37.996,412
301,Family Sweet,17786,5.99,2007-02-17 19:29:10.996,413
710,Rage Games,17787,4.99,2007-02-19 00:52:02.996,413
933,Vampire Whale,17788,4.99,2007-02-18 03:22:55.996,414
969,West Lion,17789,9.99,2007-02-19 01:38:12.996,414
246,Doubtfire Labyrinth,17790,5.99,2007-02-21 06:51:31.996,414
773,Seabiscuit Punk,17791,4.99,2007-02-17 00:30:03.996,415
254,Driver Annie,17792,2.99,2007-02-20 23:29:55.996,415
356,Giant Troopers,17793,2.99,2007-02-14 21:21:59.996,416
522,Life Twisted,17794,4.99,2007-02-15 10:55:45.996,416
877,Taxi Kick,17795,0.99,2007-02-16 00:31:10.996,416
559,Married Go,17796,2.99,2007-02-16 03:59:24.996,416
383,Groove Fiction,17797,0.99,2007-02-16 16:40:43.996,416
953,Wait Cider,17798,3.99,2007-02-17 04:32:42.996,417
571,Metal Armageddon,17799,2.99,2007-02-19 19:00:45.996,418
569,Menagerie Rushmore,17800,2.99,2007-02-20 04:11:31.996,418
380,Greek Everyone,17801,2.99,2007-02-20 06:12:53.996,418
160,Club Graffiti,17802,2.99,2007-02-19 17:21:03.996,419
257,Drumline Cyclone,17803,3.99,2007-02-19 10:10:30.996,420
851,Straight Hours,17804,0.99,2007-02-19 11:57:37.996,420
651,Packer Madigan,17805,0.99,2007-02-19 13:30:46.996,420
521,Lies Treatment,17806,4.99,2007-02-16 11:08:17.996,421
559,Married Go,17807,2.99,2007-02-18 15:19:07.996,421
288,Escape Metropolis,17808,4.99,2007-02-20 20:31:20.996,421
376,Grapes Fury,17809,0.99,2007-02-16 22:31:10.996,422
900,Town Ark,17810,4.99,2007-02-17 02:54:49.996,422
302,Fantasia Park,17811,2.99,2007-02-19 14:50:33.996,422
737,Rock Instinct,17812,5.99,2007-02-19 16:46:38.996,422
790,Shootist Superfly,17813,3.99,2007-02-15 20:36:32.996,423
833,Splendor Patton,17814,0.99,2007-02-16 20:23:06.996,423
103,Bucket Brotherhood,17815,6.99,2007-02-19 04:35:51.996,423
777,Secretary Rouge,17816,6.99,2007-02-19 15:33:01.996,423
897,Torque Bound,17817,8.99,2007-02-20 12:49:57.996,423
706,Queen Luke,17818,4.99,2007-02-20 11:07:15.996,424
403,Harry Idaho,17819,6.99,2007-02-20 20:00:58.996,424
436,Hours Rage,17820,0.99,2007-02-21 14:26:18.996,424
412,Heavyweights Beast,17821,6.99,2007-02-21 04:04:18.996,425
767,Scalawag Duck,17822,6.99,2007-02-16 12:38:41.996,426
322,Flatliners Killer,17823,7.99,2007-02-16 22:14:25.996,426
252,Dream Pickup,17824,2.99,2007-02-18 00:40:04.996,426
18,Alter Victory,17825,0.99,2007-02-19 17:53:20.996,426
560,Mars Roman,17826,0.99,2007-02-21 01:28:37.996,426
968,Werewolf Lola,17827,5.99,2007-02-15 10:54:47.996,427
191,Crooked Frogmen,17828,3.99,2007-02-16 06:21:21.996,427
101,Brotherhood Blanket,17829,5.99,2007-02-16 07:45:33.996,427
925,United Pilot,17830,1.99,2007-02-16 23:41:24.996,427
299,Factory Dragon,17831,0.99,2007-02-18 18:47:08.996,427
142,Chicken Hellfighters,17832,3.99,2007-02-15 02:18:29.996,428
122,Carrie Bunch,17833,2.99,2007-02-15 19:21:52.996,428
684,Pizza Jumanji,17834,3.99,2007-02-16 04:39:39.996,428
958,Wardrobe Phantom,17835,2.99,2007-02-19 10:30:25.996,428
402,Harper Dying,17836,0.99,2007-02-21 12:19:38.996,428
623,Newton Labyrinth,17837,5.99,2007-02-16 17:48:50.996,429
361,Gleaming Jawbreaker,17838,2.99,2007-02-16 18:44:41.996,429
968,Werewolf Lola,17839,7.99,2007-02-17 03:58:25.996,429
740,Rollercoaster Bringing,17840,2.99,2007-02-21 14:46:04.996,429
492,Jungle Closer,17841,0.99,2007-02-15 00:55:34.996,430
608,Murder Antitrust,17842,2.99,2007-02-15 06:21:18.996,430
154,Clash Freddy,17843,2.99,2007-02-15 23:34:16.996,430
307,Fellowship Autumn,17844,6.99,2007-02-16 16:15:03.996,430
656,Papi Necklace,17845,0.99,2007-02-20 00:35:05.996,430
143,Chill Luck,17846,0.99,2007-02-20 19:12:41.996,430
489,Juggler Hardly,17847,2.99,2007-02-16 01:09:56.996,431
239,Dogma Family,17848,4.99,2007-02-17 17:01:30.996,431
679,Pilot Hoosiers,17849,3.99,2007-02-18 04:49:20.996,431
915,Truman Crazy,17850,4.99,2007-02-18 05:15:55.996,431
462,Insider Arizona,17851,2.99,2007-02-19 15:50:43.996,431
465,Interview Liaisons,17852,6.99,2007-02-21 06:12:06.996,431
68,Betrayed Rear,17853,8.99,2007-02-21 11:48:57.996,431
686,Pluto Oleander,17854,5.99,2007-02-14 23:07:27.996,432
162,Clueless Bucket,17855,2.99,2007-02-16 04:15:29.996,432
398,Hanover Galaxy,17856,4.99,2007-02-20 22:28:23.996,432
418,Hobbit Alien,17857,0.99,2007-02-15 02:14:01.996,434
775,Seattle Expecations,17858,5.99,2007-02-16 03:19:16.996,434
682,Pittsburgh Hunchback,17859,7.99,2007-02-18 15:31:08.996,434
433,Horn Working,17860,3.99,2007-02-18 16:20:12.996,434
290,Everyone Craft,17861,3.99,2007-02-18 20:43:35.996,434
471,Island Exorcist,17862,2.99,2007-02-20 09:13:46.996,434
443,Hurricane Affair,17863,2.99,2007-02-20 10:56:29.996,434
545,Madness Attacks,17864,0.99,2007-02-15 17:26:17.996,435
395,Handicap Boondock,17865,0.99,2007-02-20 07:12:10.996,435
861,Suit Walls,17866,9.99,2007-02-18 06:05:12.996,436
966,Wedding Apollo,17867,5.99,2007-02-18 02:52:20.996,437
672,Perfect Groove,17868,2.99,2007-02-19 17:20:51.996,437
794,Side Ark,17869,2.99,2007-02-21 02:51:39.996,437
702,Pulp Beverly,17870,4.99,2007-02-15 16:54:55.996,438
233,Disciple Mother,17871,0.99,2007-02-16 17:23:37.996,438
797,Silence Kane,17872,0.99,2007-02-18 00:43:11.996,438
979,Witches Panic,17873,4.99,2007-02-19 04:00:48.996,438
893,Titans Jerk,17874,4.99,2007-02-21 06:45:30.996,438
119,Caper Motions,17875,0.99,2007-02-21 11:47:04.996,438
908,Trap Guys,17876,4.99,2007-02-15 05:28:05.996,439
574,Midnight Westward,17877,0.99,2007-02-16 00:57:01.996,439
123,Casablanca Super,17878,4.99,2007-02-17 17:08:30.996,439
379,Greedy Roots,17879,2.99,2007-02-19 06:35:57.996,439
735,Robbers Joon,17880,2.99,2007-02-20 07:40:17.996,439
521,Lies Treatment,17881,6.99,2007-02-21 05:31:49.996,439
385,Groundhog Uncut,17882,4.99,2007-02-16 04:41:06.996,441
501,Kissing Dolls,17883,4.99,2007-02-18 08:45:47.996,441
728,Reunion Witches,17884,5.99,2007-02-15 04:27:21.996,442
440,Hunger Roof,17885,0.99,2007-02-15 11:57:14.996,442
227,Details Packer,17886,8.99,2007-02-16 02:23:05.996,442
672,Perfect Groove,17887,2.99,2007-02-16 16:56:18.996,442
377,Grease Youth,17888,2.99,2007-02-19 22:56:15.996,443
816,Snowman Rollercoaster,17889,0.99,2007-02-15 03:21:27.996,444
397,Hanky October,17890,3.99,2007-02-15 14:53:52.996,444
454,Impact Aladdin,17891,1.99,2007-02-15 17:22:47.996,444
437,House Dynamite,17892,4.99,2007-02-19 01:19:30.996,444
112,Calendar Gunfight,17893,7.99,2007-02-21 06:00:51.996,444
774,Searchers Wait,17894,5.99,2007-02-21 15:28:15.996,444
435,Hotel Happiness,17895,4.99,2007-02-18 03:28:14.996,446
864,Sundance Invasion,17896,3.99,2007-02-18 09:28:02.996,446
911,Trip Newton,17897,6.99,2007-02-18 22:57:26.996,446
650,Pacific Amistad,17898,0.99,2007-02-19 12:32:22.996,446
450,Idols Snatchers,17899,2.99,2007-02-20 12:15:46.996,446
525,Loathing Legally,17900,0.99,2007-02-20 20:14:27.996,446
504,Kwai Homeward,17901,0.99,2007-02-15 02:32:35.996,447
382,Grit Clockwork,17902,2.99,2007-02-17 02:34:39.996,447
267,Eagles Panky,17903,4.99,2007-02-17 11:32:26.996,447
165,Coldblooded Darling,17904,4.99,2007-02-18 05:29:20.996,447
361,Gleaming Jawbreaker,17905,5.99,2007-02-15 08:47:00.996,448
846,Sting Personal,17906,7.99,2007-02-16 20:16:42.996,448
